URL,MatchDateTime,Station,Show,IAShowID,IAPreviewThumb,Snippet
https://archive.org/details/CSPAN_20200306_155900_National_Association_of_County__City_Health_Officials_Leader_on_Coronavirus#start/454/end/489,3/6/2020 16:06:49,CSPAN,National Association of County  City Health Officials Leader on Coronavirus,CSPAN_20200306_155900_National_Association_of_County__City_Health_Officials_Leader_on_Coronavirus,https://archive.org/download/CSPAN_20200306_155900_National_Association_of_County__City_Health_Officials_Leader_on_Coronavirus/CSPAN_20200306_155900_National_Association_of_County__City_Health_Officials_Leader_on_Coronavirus.thumbs/CSPAN_20200306_155900_National_Association_of_County__City_Health_Officials_Leader_on_Coronavirus_000448.jpg,"probably all of us have had called the common cold. that's a coronavirus. then we have more serious situations like mers. we remember that several years ago as well as sars. this one is now named the virus here is called sars-covid-2."
https://archive.org/details/CSPAN_20200307_015300_National_Association_of_County__City_Health_Officials_Leader_on_Coronavirus#start/447/end/482,3/7/2020 2:00:42,CSPAN,National Association of County  City Health Officials Leader on Coronavirus,CSPAN_20200307_015300_National_Association_of_County__City_Health_Officials_Leader_on_Coronavirus,https://archive.org/download/CSPAN_20200307_015300_National_Association_of_County__City_Health_Officials_Leader_on_Coronavirus/CSPAN_20200307_015300_National_Association_of_County__City_Health_Officials_Leader_on_Coronavirus.thumbs/CSPAN_20200307_015300_National_Association_of_County__City_Health_Officials_Leader_on_Coronavirus_000448.jpg,"this one is now named the virus here is called sars-covid-2."
https://archive.org/details/CSPAN_20200307_075800_National_Association_of_County__City_Health_Officials_Leader_on_Coronavirus#start/444/end/479,3/7/2020 8:05:39,CSPAN,National Association of County  City Health Officials Leader on Coronavirus,CSPAN_20200307_075800_National_Association_of_County__City_Health_Officials_Leader_on_Coronavirus,https://archive.org/download/CSPAN_20200307_075800_National_Association_of_County__City_Health_Officials_Leader_on_Coronavirus/CSPAN_20200307_075800_National_Association_of_County__City_Health_Officials_Leader_on_Coronavirus.thumbs/CSPAN_20200307_075800_National_Association_of_County__City_Health_Officials_Leader_on_Coronavirus_000448.jpg,"this one is now named the virus here is called sars-covid-2."
https://archive.org/details/CSPAN_20200308_180500_National_Association_of_County__City_Health_Officials_Leader_on_Coronavirus#start/422/end/457,3/8/2020 18:12:17,CSPAN,National Association of County  City Health Officials Leader on Coronavirus,CSPAN_20200308_180500_National_Association_of_County__City_Health_Officials_Leader_on_Coronavirus,https://archive.org/download/CSPAN_20200308_180500_National_Association_of_County__City_Health_Officials_Leader_on_Coronavirus/CSPAN_20200308_180500_National_Association_of_County__City_Health_Officials_Leader_on_Coronavirus.thumbs/CSPAN_20200308_180500_National_Association_of_County__City_Health_Officials_Leader_on_Coronavirus_000419.jpg,"ago as well as sars. this one is now named the virus here is called sars-covid-2."
https://archive.org/details/CSPAN_20200305_020000_Hearing_on_Coronavirus__Air_Travel#start/187/end/222,3/5/2020 2:03:22,CSPAN,Hearing on Coronavirus  Air Travel,CSPAN_20200305_020000_Hearing_on_Coronavirus__Air_Travel,https://archive.org/download/CSPAN_20200305_020000_Hearing_on_Coronavirus__Air_Travel/CSPAN_20200305_020000_Hearing_on_Coronavirus__Air_Travel.thumbs/CSPAN_20200305_020000_Hearing_on_Coronavirus__Air_Travel_000178.jpg,"that they were warning about in the virus that took his life was .ot stars, but it was similar it is the novel coronavirus now known as covid-19."
https://archive.org/details/CSPAN_20200307_090200_Johns_Hopkins_University_Coronavirus_Briefing#start/61/end/96,3/7/2020 9:03:16,CSPAN,Johns Hopkins University Coronavirus Briefing,CSPAN_20200307_090200_Johns_Hopkins_University_Coronavirus_Briefing,https://archive.org/download/CSPAN_20200307_090200_Johns_Hopkins_University_Coronavirus_Briefing/CSPAN_20200307_090200_Johns_Hopkins_University_Coronavirus_Briefing.thumbs/CSPAN_20200307_090200_Johns_Hopkins_University_Coronavirus_Briefing_000057.jpg,"briefing on capitol hill regarding the coronavirus. best practices against contracting the virus as well as a database built to track worldwide covid-19 outbreaks in real time. welcome to this special"
https://archive.org/details/CSPAN_20200307_150100_Hearing_on_Coronavirus__Air_Travel#start/253/end/288,3/7/2020 15:05:28,CSPAN,Hearing on Coronavirus  Air Travel,CSPAN_20200307_150100_Hearing_on_Coronavirus__Air_Travel,https://archive.org/download/CSPAN_20200307_150100_Hearing_on_Coronavirus__Air_Travel/CSPAN_20200307_150100_Hearing_on_Coronavirus__Air_Travel.thumbs/CSPAN_20200307_150100_Hearing_on_Coronavirus__Air_Travel_000238.jpg,"and has killed more than 3200 people, including nine who are in senator campbell's home state of washington. what we now know is that the virus dr. wengyoung and others were warning about, and the virus that took his life, wasn't sars. but it was similar. it's the novel coronavirus now known as covid-19. the spread of this virus across"
https://archive.org/details/CSPAN_20200307_052600_Johns_Hopkins_University_Coronavirus_Briefing#start/1764/end/1799,3/7/2020 5:55:39,CSPAN,Johns Hopkins University Coronavirus Briefing,CSPAN_20200307_052600_Johns_Hopkins_University_Coronavirus_Briefing,https://archive.org/download/CSPAN_20200307_052600_Johns_Hopkins_University_Coronavirus_Briefing/CSPAN_20200307_052600_Johns_Hopkins_University_Coronavirus_Briefing.thumbs/CSPAN_20200307_052600_Johns_Hopkins_University_Coronavirus_Briefing_001739.jpg,"between the original sars virus and covid-19 viruses, viruses that are similar genetically, yet have very different disease penetration and perhaps transmission patterns, is critical in understanding how the covid-19 virus has been able to spread to some parts of the"
https://archive.org/details/CSPAN_20200307_150100_Hearing_on_Coronavirus__Air_Travel#start/1466/end/1501,3/7/2020 15:25:41,CSPAN,Hearing on Coronavirus  Air Travel,CSPAN_20200307_150100_Hearing_on_Coronavirus__Air_Travel,https://archive.org/download/CSPAN_20200307_150100_Hearing_on_Coronavirus__Air_Travel/CSPAN_20200307_150100_Hearing_on_Coronavirus__Air_Travel.thumbs/CSPAN_20200307_150100_Hearing_on_Coronavirus__Air_Travel_001439.jpg,"health response in the cdc noefl coronavirus response. thank you for the invitation to testify today on behalf of the u.s. centers for disease control and prevention on the efforts to protect the health and safety from this disease, coronavirus, covid-19. this is a new virus and new disease. new information and science"
https://archive.org/details/CSPAN_20200306_171500_Washington_Journal_Adriane_Casalotti#start/820/end/855,3/6/2020 17:28:55,CSPAN,Washington Journal Adriane Casalotti,CSPAN_20200306_171500_Washington_Journal_Adriane_Casalotti,https://archive.org/download/CSPAN_20200306_171500_Washington_Journal_Adriane_Casalotti/CSPAN_20200306_171500_Washington_Journal_Adriane_Casalotti.thumbs/CSPAN_20200306_171500_Washington_Journal_Adriane_Casalotti_000808.jpg,"part first. i think it is covid-19, what you might be referring to peer there are lots of different ways area the reason they have special names for it is that coronavirus is are a type of virus. but therenovel one"
