URL,MatchDateTime,Station,Show,IAShowID,IAPreviewThumb,Snippet
https://archive.org/details/KGO_20200304_233000_ABC_World_News_Tonight_With_David_Muir#start/1807/end/1842,3/5/2020 0:00:22,KGO,ABC World News Tonight With David Muir,KGO_20200304_233000_ABC_World_News_Tonight_With_David_Muir,https://archive.org/download/KGO_20200304_233000_ABC_World_News_Tonight_With_David_Muir/KGO_20200304_233000_ABC_World_News_Tonight_With_David_Muir.thumbs/KGO_20200304_233000_ABC_World_News_Tonight_With_David_Muir_001798.jpg,"i no longer believe that the risk to the general public from covid-19 in placer county is low. up and down california today cities and counties are reacting to the spread of coronavirus. a northern california man has now died of the virus, the first death from coronavirus in the"
https://archive.org/details/KGO_20200228_013000_ABC_World_News_Tonight_With_David_Muir#start/1842/end/1877,2/28/2020 2:00:57,KGO,ABC World News Tonight With David Muir,KGO_20200228_013000_ABC_World_News_Tonight_With_David_Muir,https://archive.org/download/KGO_20200228_013000_ABC_World_News_Tonight_With_David_Muir/KGO_20200228_013000_ABC_World_News_Tonight_With_David_Muir.thumbs/KGO_20200228_013000_ABC_World_News_Tonight_With_David_Muir_001830.jpg,"an anxious public in the wake of california's first confirmed case of coronavirus covid-19 with an unknown origin. we are dealing with this as a public health issue. above all else, that's our frame and"
https://archive.org/details/KGO_20200221_013000_ABC_World_News_Tonight_With_David_Muir#start/585/end/620,2/21/2020 1:40:00,KGO,ABC World News Tonight With David Muir,KGO_20200221_013000_ABC_World_News_Tonight_With_David_Muir,https://archive.org/download/KGO_20200221_013000_ABC_World_News_Tonight_With_David_Muir/KGO_20200221_013000_ABC_World_News_Tonight_With_David_Muir.thumbs/KGO_20200221_013000_ABC_World_News_Tonight_With_David_Muir_000567.jpg,"we can go for days feeling fine. it hits very, very, very fast. reporter: he's now being treated for the virus in this bio-containment unit in omaha. we could have been exposing so many people to the virus, not knowing we had it. reporter: over seven weeks, covid-19 has spread to"
https://archive.org/details/KGO_20200221_233000_ABC_World_News_Tonight_With_David_Muir#start/562/end/597,2/21/2020 23:39:37,KGO,ABC World News Tonight With David Muir,KGO_20200221_233000_ABC_World_News_Tonight_With_David_Muir,https://archive.org/download/KGO_20200221_233000_ABC_World_News_Tonight_With_David_Muir/KGO_20200221_233000_ABC_World_News_Tonight_With_David_Muir.thumbs/KGO_20200221_233000_ABC_World_News_Tonight_With_David_Muir_000537.jpg,"it comes amid troubling images overseas. the angry mob surrounding busses they thought were carrying patients with the virus. ian pannell again tonight. reporter: tonight, the global fear of covid-19, as cases"
https://archive.org/details/KGO_20200214_013000_ABC_World_News_Tonight_With_David_Muir#start/385/end/420,2/14/2020 1:36:40,KGO,ABC World News Tonight With David Muir,KGO_20200214_013000_ABC_World_News_Tonight_With_David_Muir,https://archive.org/download/KGO_20200214_013000_ABC_World_News_Tonight_With_David_Muir/KGO_20200214_013000_ABC_World_News_Tonight_With_David_Muir.thumbs/KGO_20200214_013000_ABC_World_News_Tonight_With_David_Muir_000360.jpg,"again tonight. reporter: aboard the diamond princess, teams swabbing more passengers today, after 44 more people were infected with the covid-19 virus. you're just waiting on the ship of doom. reporter: but today, some passengers, thought to be at high risk for the virus, will get a chance to get off that boat and be put into quarantine"
https://archive.org/details/KGO_20200220_013000_ABC_World_News_Tonight_With_David_Muir#start/226/end/261,2/20/2020 1:34:01,KGO,ABC World News Tonight With David Muir,KGO_20200220_013000_ABC_World_News_Tonight_With_David_Muir,https://archive.org/download/KGO_20200220_013000_ABC_World_News_Tonight_With_David_Muir/KGO_20200220_013000_ABC_World_News_Tonight_With_David_Muir.thumbs/KGO_20200220_013000_ABC_World_News_Tonight_With_David_Muir_000208.jpg,"amid new questions about a quarantine that failed to stop the virus from spreading, instead turning the ship into a floating incubator, infecting nearly 700 people. i was so scared of getting covid-19. reporter: a japanese doctor,"
https://archive.org/details/KGO_20200220_233000_ABC_World_News_Tonight_With_David_Muir#start/594/end/629,2/20/2020 23:40:09,KGO,ABC World News Tonight With David Muir,KGO_20200220_233000_ABC_World_News_Tonight_With_David_Muir,https://archive.org/download/KGO_20200220_233000_ABC_World_News_Tonight_With_David_Muir/KGO_20200220_233000_ABC_World_News_Tonight_With_David_Muir.thumbs/KGO_20200220_233000_ABC_World_News_Tonight_With_David_Muir_000567.jpg,"so many people to the virus, not knowing we had it. reporter: over seven weeks, covid-19 has spread to 29 countries and territories, killing more than 2000 and infecting more than 75000. mostly in china."
https://archive.org/details/KGO_20200302_013000_ABC_World_News_Tonight_With_David_Muir#start/210/end/245,3/2/2020 1:33:45,KGO,ABC World News Tonight With David Muir,KGO_20200302_013000_ABC_World_News_Tonight_With_David_Muir,https://archive.org/download/KGO_20200302_013000_ABC_World_News_Tonight_With_David_Muir/KGO_20200302_013000_ABC_World_News_Tonight_With_David_Muir.thumbs/KGO_20200302_013000_ABC_World_News_Tonight_With_David_Muir_000209.jpg,"symptoms or pneumonia. reporter: at least two people there testing positive for covid-19. dozens more at least 74 americans have the virus. tonight, a new case in chicago. california, washington, and oregon also reporting incidents of community spread."
https://archive.org/details/KGO_20200222_013000_ABC_World_News_Tonight_With_David_Muir#start/571/end/606,2/22/2020 1:39:46,KGO,ABC World News Tonight With David Muir,KGO_20200222_013000_ABC_World_News_Tonight_With_David_Muir,https://archive.org/download/KGO_20200222_013000_ABC_World_News_Tonight_With_David_Muir/KGO_20200222_013000_ABC_World_News_Tonight_With_David_Muir.thumbs/KGO_20200222_013000_ABC_World_News_Tonight_With_David_Muir_000567.jpg,"fear of covid-19, as cases around the world continue to grow. anger boiling over in ukraine as evacuees from china touched down for quarantine. protesters there clashing with police after a false rumor a handful were infected with the new coronavirus."
https://archive.org/details/KGO_20200305_233000_ABC_World_News_Tonight_With_David_Muir#start/1802/end/1837,3/6/2020 0:00:17,KGO,ABC World News Tonight With David Muir,KGO_20200305_233000_ABC_World_News_Tonight_With_David_Muir,https://archive.org/download/KGO_20200305_233000_ABC_World_News_Tonight_With_David_Muir/KGO_20200305_233000_ABC_World_News_Tonight_With_David_Muir.thumbs/KGO_20200305_233000_ABC_World_News_Tonight_With_David_Muir_001798.jpg,"two cases of coronavirus. this time in san francisco. they've been detected here in san francisco. they're indicative of community transmission of covid-19. this comes as a cruise ship with passengers possibly exposed to the disease sits off the"
