URL,MatchDateTime,Station,Show,IAShowID,IAPreviewThumb,Snippet
https://archive.org/details/DW_20200131_183000_DW_News#start/951/end/986,1/31/2020 18:46:06,DW,DW News,DW_20200131_183000_DW_News,https://archive.org/download/DW_20200131_183000_DW_News/DW_20200131_183000_DW_News.thumbs/DW_20200131_183000_DW_News_000959.jpg,"coronavirus scott this virus is obviously very scary but for a lot of people it's also pretty boring people are basically."
https://archive.org/details/DW_20200120_113000_Special_Program#start/1834/end/1869,1/20/2020 12:00:49,DW,Special Program,DW_20200120_113000_Special_Program,https://archive.org/download/DW_20200120_113000_Special_Program/DW_20200120_113000_Special_Program.thumbs/DW_20200120_113000_Special_Program_001829.jpg,"the coronavirus the outrage comes just as millions of chinese start traveling ahead of the new not new year holiday what are the risks of the virus spreading further. and 2009."
https://archive.org/details/DW_20200131_011500_DocFilm#start/2731/end/2766,1/31/2020 2:00:46,DW,DocFilm,DW_20200131_011500_DocFilm,https://archive.org/download/DW_20200131_011500_DocFilm/DW_20200131_011500_DocFilm.thumbs/DW_20200131_011500_DocFilm_002729.jpg,"the coronavirus outbreak a global health emergency as the virus which start of the in china spreads worldwide cases have been confirmed in 18 countries so far with 170 deaths reported in china."
https://archive.org/details/DW_20200121_060000_DW_News#start/222/end/257,1/21/2020 6:03:57,DW,DW News,DW_20200121_060000_DW_News,https://archive.org/download/DW_20200121_060000_DW_News/DW_20200121_060000_DW_News.thumbs/DW_20200121_060000_DW_News_000209.jpg,"dangerous. we don't know exactly how dangerous it is yet but it's a coronavirus that same's related to the sons' virus and corona virus there are other coronaviruses that are new cause very mild infections in"
https://archive.org/details/DW_20200125_013000_Check-in#start/1832/end/1867,1/25/2020 2:00:47,DW,Check-in,DW_20200125_013000_Check-in,https://archive.org/download/DW_20200125_013000_Check-in/DW_20200125_013000_Check-in.thumbs/DW_20200125_013000_Check-in_001829.jpg,"coronavirus from china the 1st to be reported in europe at least 2 of the patients have traveled from china where the virus has killed at least 26 people and infected more than 800."
https://archive.org/details/DW_20200126_190000_DW_News#start/138/end/173,1/26/2020 19:02:33,DW,DW News,DW_20200126_190000_DW_News,https://archive.org/download/DW_20200126_190000_DW_News/DW_20200126_190000_DW_News.thumbs/DW_20200126_190000_DW_News_000119.jpg,"a carrier of the new coronavirus china's health minister told reporters that the virus is ability to spread is getting stronger and he she is where our knowledge of the new corona virus is limited or the origin hasn't been found. from our"
https://archive.org/details/DW_20200126_140000_DW_News#start/251/end/286,1/26/2020 14:04:26,DW,DW News,DW_20200126_140000_DW_News,https://archive.org/download/DW_20200126_140000_DW_News/DW_20200126_140000_DW_News.thumbs/DW_20200126_140000_DW_News_000239.jpg,"a christian in virus spokes person of the world health organization china's health ministry says the deadly new virus is ability to spread it is growing how much do we need to be concerned. look it's a novel coronavirus which means it's"
https://archive.org/details/DW_20200131_233000_Business#start/951/end/986,1/31/2020 23:46:06,DW,Business,DW_20200131_233000_Business,https://archive.org/download/DW_20200131_233000_Business/DW_20200131_233000_Business.thumbs/DW_20200131_233000_Business_000929.jpg,"and my colleague scott roxboro is here to talk more about the cultural impact of the coronavirus scott this virus is obviously very scary but for a lot of people it's also pretty boring people are basically start."
https://archive.org/details/DW_20200129_033000_Eco_Africa#start/1842/end/1877,1/29/2020 4:00:57,DW,Eco Africa,DW_20200129_033000_Eco_Africa,https://archive.org/download/DW_20200129_033000_Eco_Africa/DW_20200129_033000_Eco_Africa.thumbs/DW_20200129_033000_Eco_Africa_001828.jpg,"are now a total of 4 people infected with the coronavirus that is heavily impacted china all 4 work at the same company the 1st patient apparently contract of the virus from a visiting chinese colleague the virus has killed more than 130 people in china and"
https://archive.org/details/DW_20200129_060000_DW_News#start/951/end/986,1/29/2020 6:16:06,DW,DW News,DW_20200129_060000_DW_News,https://archive.org/download/DW_20200129_060000_DW_News/DW_20200129_060000_DW_News.thumbs/DW_20200129_060000_DW_News_000928.jpg,"dangerous than this corona virus has some reassuring news in all of those odds thanks very much for that while the handful of cases here in germany are of course minor in comparison to the havoc that the coronavirus virus is wreaking in asia as"
