URL,MatchDateTime,Station,Show,IAShowID,IAPreviewThumb,Snippet
https://archive.org/details/KNTV_20200303_100700_NBC_Nightly_News_With_Lester_Holt#start/251/end/286,3/3/2020 10:11:26,KNTV,NBC Nightly News With Lester Holt,KNTV_20200303_100700_NBC_Nightly_News_With_Lester_Holt,https://archive.org/download/KNTV_20200303_100700_NBC_Nightly_News_With_Lester_Holt/KNTV_20200303_100700_NBC_Nightly_News_With_Lester_Holt.thumbs/KNTV_20200303_100700_NBC_Nightly_News_With_Lester_Holt_000240.jpg,"reporter: at washington's national institutes of health, america's top virus control official dr. anthony fauci says the coronavirus is spreading, and america may need to take drastic action what are we dealing with, with this coronavirus, with covid-19?"
https://archive.org/details/KNTV_20200303_013000_NBC_Nightly_News_With_Lester_Holt#start/323/end/358,3/3/2020 1:35:38,KNTV,NBC Nightly News With Lester Holt,KNTV_20200303_013000_NBC_Nightly_News_With_Lester_Holt,https://archive.org/download/KNTV_20200303_013000_NBC_Nightly_News_With_Lester_Holt/KNTV_20200303_013000_NBC_Nightly_News_With_Lester_Holt.thumbs/KNTV_20200303_013000_NBC_Nightly_News_With_Lester_Holt_000328.jpg,"what are we dealing with, with this coronavirus, with covid-19? we have a virus that's reached outbreak proportions and likely pandemic proportions. reporter: how lethal is it? so right now, if you look at"
https://archive.org/details/KNTV_20200307_100700_NBC_Nightly_News_With_Lester_Holt#start/794/end/829,3/7/2020 10:20:29,KNTV,NBC Nightly News With Lester Holt,KNTV_20200307_100700_NBC_Nightly_News_With_Lester_Holt,https://archive.org/download/KNTV_20200307_100700_NBC_Nightly_News_With_Lester_Holt/KNTV_20200307_100700_NBC_Nightly_News_With_Lester_Holt.thumbs/KNTV_20200307_100700_NBC_Nightly_News_With_Lester_Holt_000779.jpg,"believes facts may be our best defense against the coronavirus. let me ask you this, is covid-19 in the air? if i take a deep breathe, did i potentially take a deep breathe of the virus? especially not outside."
https://archive.org/details/KNTV_20200307_013000_NBC_Nightly_News_With_Lester_Holt#start/859/end/894,3/7/2020 1:44:34,KNTV,NBC Nightly News With Lester Holt,KNTV_20200307_013000_NBC_Nightly_News_With_Lester_Holt,https://archive.org/download/KNTV_20200307_013000_NBC_Nightly_News_With_Lester_Holt/KNTV_20200307_013000_NBC_Nightly_News_With_Lester_Holt.thumbs/KNTV_20200307_013000_NBC_Nightly_News_With_Lester_Holt_000840.jpg,"believes facts may be our best defense against the coronavirus. let me ask you this, is covid-19 in the air? if i take a deep breathe, did i potentially take a deep breathe of the virus? especially not outside. we're sitting out in sunlight, the uv light"
https://archive.org/details/KNTV_20200227_100700_NBC_Nightly_News_With_Lester_Holt#start/446/end/481,2/27/2020 10:14:41,KNTV,NBC Nightly News With Lester Holt,KNTV_20200227_100700_NBC_Nightly_News_With_Lester_Holt,https://archive.org/download/KNTV_20200227_100700_NBC_Nightly_News_With_Lester_Holt/KNTV_20200227_100700_NBC_Nightly_News_With_Lester_Holt.thumbs/KNTV_20200227_100700_NBC_Nightly_News_With_Lester_Holt_000418.jpg,"richard engel spoke with her exclusively today in singapore reporter: outside central singapore is an animal research lab where scientists have isolated the purest form of the coronavirus that causes covid-19 and keep it locked under"
https://archive.org/details/KNTV_20200227_013000_NBC_Nightly_News_With_Lester_Holt#start/513/end/548,2/27/2020 1:38:48,KNTV,NBC Nightly News With Lester Holt,KNTV_20200227_013000_NBC_Nightly_News_With_Lester_Holt,https://archive.org/download/KNTV_20200227_013000_NBC_Nightly_News_With_Lester_Holt/KNTV_20200227_013000_NBC_Nightly_News_With_Lester_Holt.thumbs/KNTV_20200227_013000_NBC_Nightly_News_With_Lester_Holt_000509.jpg,"reporter: outside central singapore is an animal research lab where scientists have isolated the purest form of the coronavirus that causes covid-19 and keep it locked under the strictest of security so now we're going into the main lab and"
https://archive.org/details/KNTV_20200306_013000_NBC_Nightly_News_With_Lester_Holt#start/1815/end/1850,3/6/2020 2:00:30,KNTV,NBC Nightly News With Lester Holt,KNTV_20200306_013000_NBC_Nightly_News_With_Lester_Holt,https://archive.org/download/KNTV_20200306_013000_NBC_Nightly_News_With_Lester_Holt/KNTV_20200306_013000_NBC_Nightly_News_With_Lester_Holt.thumbs/KNTV_20200306_013000_NBC_Nightly_News_With_Lester_Holt_001799.jpg,"have been exposed to the coronavirus during a medical call. a family member advised us that the patient had recently been on a cruise where two other passengers were suspected of having covid-19. although it has not yet been"
https://archive.org/details/KNTV_20200310_003000_NBC_Nightly_News_With_Lester_Holt#start/1087/end/1122,3/10/2020 0:48:22,KNTV,NBC Nightly News With Lester Holt,KNTV_20200310_003000_NBC_Nightly_News_With_Lester_Holt,https://archive.org/download/KNTV_20200310_003000_NBC_Nightly_News_With_Lester_Holt/KNTV_20200310_003000_NBC_Nightly_News_With_Lester_Holt.thumbs/KNTV_20200310_003000_NBC_Nightly_News_With_Lester_Holt_001078.jpg,"here with more information about the virus. what are they saying you now about the length fro exposure to showing symptoms of the disease? lester, not everyone exposed will get covid-19 but for those who are infected half will develop symptoms in about five"
https://archive.org/details/KNTV_20200310_090700_NBC_Nightly_News_With_Lester_Holt#start/1024/end/1059,3/10/2020 9:24:19,KNTV,NBC Nightly News With Lester Holt,KNTV_20200310_090700_NBC_Nightly_News_With_Lester_Holt,https://archive.org/download/KNTV_20200310_090700_NBC_Nightly_News_With_Lester_Holt/KNTV_20200310_090700_NBC_Nightly_News_With_Lester_Holt.thumbs/KNTV_20200310_090700_NBC_Nightly_News_With_Lester_Holt_001020.jpg,"here with more information about the virus. what are they saying now about the length from exposure to showing symptoms of the disease? lester, not everyone exposed will get covid-19 but for those who are infected half will develop symptoms in about five"
https://archive.org/details/KNTV_20200303_013000_NBC_Nightly_News_With_Lester_Holt#start/310/end/345,3/3/2020 1:35:25,KNTV,NBC Nightly News With Lester Holt,KNTV_20200303_013000_NBC_Nightly_News_With_Lester_Holt,https://archive.org/download/KNTV_20200303_013000_NBC_Nightly_News_With_Lester_Holt/KNTV_20200303_013000_NBC_Nightly_News_With_Lester_Holt.thumbs/KNTV_20200303_013000_NBC_Nightly_News_With_Lester_Holt_000298.jpg,"america's top virus control official dr. anthony fauci says the coronavirus is coronavirus is spreading, and america may need to take drastic action"
